3 142.76663 0.23328059 0.567235 0.047908 19.74549
4 141.25042 -0.85181784 0.459527 0.0232454 19.35407
6 166.19138 0.45651135 0.504426 0.028729 19.45994
7 10.519165 -0.045013013 0.481141 0.0230032 18.94958
8 13.930341 -0.6008452 0.572657 0.0361866 19.39863
11 165.69723 -0.93924951 0.531836 0.0272027 19.75364
12 160.75317 -0.54862254 0.588898 0.0379676 19.77449
14 37.286481 -0.97816607 0.549017 0.0417864 19.92637
16 37.14664 -0.28234592 0.549145 0.0198514 19.71993
17 150.39522 -0.35637404 0.457069 0.0152752 19.15745
18 14.650008 0.47764116 0.4935 0.0190476 19.34599
19 158.76167 -0.87358191 0.494854 0.0234386 19.41878
20 156.6604 -0.2923119 0.518437 0.0278949 19.67241
25 185.17997 -0.50893507 0.613716 0.0306883 19.44186
26 10.349053 0.28218241 0.646047 0.0295132 19.51041
27 151.93936 -0.84474636 0.631262 0.0233559 19.98643
29 150.50211 -0.84420038 0.542047 0.0211806 19.33579
31 158.29756 0.58444084 0.545103 0.0358709 20.16923
32 13.064841 0.66136798 0.454411 0.0186265 18.96464
37 155.80128 -0.91965097 0.515372 0.0256754 19.25784
40 152.84268 0.0030669976 0.506466 0.0295747 19.85291
42 151.93566 -0.014550609 0.467662 0.0275299 19.25441
44 15.010665 -0.08246387 0.554327 0.0318758 19.54302
48 155.95218 0.14323071 0.537252 0.0402947 20.01633
54 143.13181 0.51777229 0.456856 0.0148314 18.74623
61 142.73311 -0.35981866 0.548048 0.015403 19.6457
62 9.3318958 -0.46293703 0.518205 0.041592 19.76837
64 8.8035926 -0.66032888 0.506478 0.0217907 19.11748
66 10.896327 0.37703306 0.497973 0.0216577 19.79165
72 142.00996 -0.10304297 0.502033 0.024431 19.48044
81 185.52414 -1.1547338 0.409364 0.0209505 18.79486
82 151.20823 -0.41106019 0.614123 0.0222206 19.75339
85 154.43806 0.77715978 0.545246 0.0188706 19.79255
87 36.095074 0.26694337 0.570325 0.0322982 19.83788
90 137.57943 -0.6183771 0.46823 0.0157369 19.59007
94 161.21429 -0.1519103 0.550674 0.0190601 19.9674
99 13.79857 0.22095235 0.598778 0.0464797 19.93284
112 167.68941 0.37766248 0.51491 0.0392065 19.67573
115 15.332423 0.16944233 0.495361 0.0298045 19.70996
120 34.353912 -0.55144697 0.509873 0.0265129 19.72499
123 142.91812 -0.36193655 0.559173 0.017962 19.94691
128 166.02065 -0.12527579 0.470254 0.0209344 19.40522
131 16.430307 -0.54142757 0.506941 0.02061 19.02767
132 138.30797 -0.62854478 0.522667 0.0259731 19.87359
133 154.72679 0.31083136 0.570625 0.0239324 19.89278
134 160.3103 0.05248866 0.470324 0.0388387 19.92439
137 34.064688 0.2818467 0.477788 0.0216407 19.39141
139 185.30344 0.18822958 0.505338 0.0187454 19.00095
142 138.4711 -0.51003456 0.508765 0.0215867 19.05793
144 13.196919 -0.15718221 0.608321 0.0359246 19.7832
147 153.17799 -0.6625124 0.473467 0.0329232 19.94637
148 151.71028 0.70617987 0.539878 0.0196682 19.54442
150 157.29105 -0.53877231 0.474288 0.0179271 19.50362
154 162.53684 0.055238354 0.541192 0.0301245 19.10152
155 37.980337 0.09818888 0.5146 0.0178947 19.03954
156 13.101608 0.41626321 0.500029 0.0373806 19.46648
157 159.64376 -1.0780394 0.5849 0.0238787 18.97573
158 140.68873 -0.51486312 0.61999 0.0290263 19.86141
164 163.76174 0.67057333 0.508399 0.02792 19.81842
166 155.68113 -0.63367925 0.526744 0.031158 19.80099
167 185.08388 -0.04396518 0.46675 0.0283594 19.89276
170 156.14146 -0.89636469 0.567434 0.0225875 19.56063
172 150.80557 0.49484897 0.483943 0.0253057 19.39395
178 123.57872 0.35968566 0.504989 0.0197821 19.05325
179 15.160153 -0.40263233 0.471161 0.0209507 19.6831
184 151.30547 0.40064228 0.467716 0.0144611 18.82331
187 163.94264 0.64857821 0.604549 0.0489341 20.06334
188 160.7972 0.33803068 0.514657 0.0314328 19.44593
193 164.6392 -0.92554878 0.579623 0.0258296 19.53939
196 10.216815 -0.70508263 0.503108 0.0226683 19.45868
197 11.116591 0.2957882 0.489129 0.0348132 19.62204
200 185.3332 -0.4379782 0.494127 0.01998 19.20062
202 123.2191 -0.4230939 0.472648 0.0199535 19.38999
205 158.85743 -0.42860336 0.494076 0.0318764 19.60062
206 151.39827 0.32862087 0.525628 0.0211431 19.6286
209 151.0034 0.63075943 0.48909 0.0274807 19.62207
216 151.4732 -0.22027988 0.541647 0.0194086 19.17152
220 166.27729 -0.49181051 0.493756 0.0312134 19.83484
221 140.20237 0.72986196 0.563722 0.0309616 19.67524
223 163.79236 -0.36316123 0.572921 0.032351 19.74812
224 153.12145 0.4647763 0.470795 0.0293376 19.39191
229 140.63603 -0.86432606 0.593843 0.0311097 19.92782
232 35.849803 -0.24846138 0.553683 0.0366078 19.91233
234 36.112346 0.3671242 0.464325 0.0207817 19.3963
236 15.809265 0.081031803 0.547131 0.0368161 20.00672
237 150.68429 -0.68368624 0.484183 0.019873 19.41181
244 165.95859 0.45280225 0.622584 0.0285538 20.03164
247 157.74475 -0.52447998 0.543728 0.0471822 20.10601
248 162.91641 0.30587157 0.601332 0.0262145 19.63382
