#C_ID        C_NGAL G_ID         G_RA    G_DEC  G_Z
000000000358 000004 000000006735 220.232 +00.637 0.542
000000000358 000004 000000008095 220.271 +00.615 0.540
000000000358 000004 000000011604 220.201 +00.676 0.538
000000000358 000004 000000011804 220.317 +00.589 0.541
000000000196 000004 000000000952 321.861 -00.276 0.486
000000000196 000004 000000002927 321.866 -00.261 0.482
000000000196 000004 000000011788 321.857 -00.281 0.481
000000000196 000004 000000011893 321.880 -00.263 0.473
000000000208 000004 000000001226 187.783 -00.658 0.396
000000000208 000004 000000008761 187.940 -00.748 0.384
000000000208 000004 000000008911 187.933 -00.478 0.407
000000000208 000004 000000010019 187.811 -00.528 0.408
000000000103 000004 000000004833 162.197 +00.452 0.482
000000000103 000004 000000005251 162.224 +00.471 0.482
000000000103 000004 000000006106 162.230 +00.465 0.483
000000000103 000004 000000007069 162.270 +00.487 0.481
000000000139 000004 000000000033 224.060 -00.030 0.637
000000000139 000004 000000004820 224.030 -00.099 0.640
000000000139 000004 000000008405 224.073 -00.058 0.637
000000000139 000004 000000011282 224.029 -00.049 0.635
000000000003 000004 000000000026 010.349 +00.282 0.612
000000000003 000004 000000002276 010.337 +00.327 0.610
000000000003 000004 000000004327 010.346 +00.316 0.610
000000000003 000004 000000011227 010.277 +00.246 0.615
000000000138 000004 000000000021 208.807 +00.194 0.675
000000000138 000004 000000004724 208.780 +00.127 0.677
000000000138 000004 000000005857 208.880 +00.165 0.675
000000000138 000004 000000005896 208.815 +00.185 0.677
000000000152 000004 000000000222 321.596 -00.113 0.527
000000000152 000004 000000000978 321.573 -00.087 0.514
000000000152 000004 000000008196 321.581 -00.075 0.528
000000000152 000004 000000011274 321.572 -00.094 0.514
000000000004 000004 000000000031 158.298 +00.584 0.482
000000000004 000004 000000004211 158.391 +00.645 0.484
000000000004 000004 000000005001 158.347 +00.629 0.480
000000000004 000004 000000005611 158.322 +00.619 0.481
000000000006 000004 000000000042 151.936 -00.015 0.465
000000000006 000004 000000002040 151.956 +00.096 0.467
000000000006 000004 000000008018 151.942 +00.050 0.467
000000000006 000004 000000013123 151.944 +00.037 0.468
000000000131 000004 000000008228 009.528 -00.113 0.486
000000000131 000004 000000008421 009.480 -00.124 0.493
000000000131 000004 000000009440 009.481 -00.100 0.492
000000000131 000004 000000013072 009.479 -00.113 0.494
000000000160 000004 000000000286 190.522 +00.533 0.476
000000000160 000004 000000002608 190.473 +00.516 0.479
000000000160 000004 000000003217 190.543 +00.546 0.468
000000000160 000004 000000005918 190.566 +00.499 0.474
000000000162 000004 000000000291 223.292 -00.014 0.572
000000000162 000004 000000010513 223.344 +00.048 0.564
000000000162 000004 000000011288 223.400 -00.007 0.563
000000000162 000004 000000012142 223.334 -00.020 0.562
000000000128 000004 000000007840 138.327 -00.572 0.603
000000000128 000004 000000009256 138.303 -00.614 0.604
000000000128 000004 000000009557 138.301 -00.607 0.610
000000000128 000004 000000010462 138.276 -00.661 0.603
000000000371 000004 000000008620 219.488 -00.285 0.547
000000000371 000004 000000009210 219.541 -00.262 0.541
000000000371 000004 000000011921 219.466 -00.276 0.545
000000000371 000004 000000012185 219.437 -00.226 0.550
000000000370 000004 000000008131 200.003 +00.039 0.505
000000000370 000004 000000008387 200.029 +00.026 0.506
000000000370 000004 000000011067 200.044 +00.069 0.502
000000000370 000004 000000012067 200.053 +00.068 0.503
000000000126 000004 000000007679 141.488 -00.094 0.489
000000000126 000004 000000009267 141.464 -00.066 0.491
000000000126 000004 000000010054 141.438 -00.028 0.492
000000000126 000004 000000012645 141.488 -00.132 0.491
000000000175 000004 000000000505 201.459 +00.201 0.554
000000000175 000004 000000002524 201.560 +00.316 0.546
000000000175 000004 000000005793 201.512 +00.291 0.541
000000000175 000004 000000010907 201.475 +00.256 0.553
000000000176 000004 000000000525 199.566 +00.118 0.503
000000000176 000004 000000006796 199.581 +00.105 0.502
000000000176 000004 000000010081 199.540 +00.092 0.508
000000000176 000004 000000010506 199.561 +00.086 0.507
000000000121 000004 000000006317 137.913 -00.642 0.604
000000000121 000004 000000009091 137.913 -00.680 0.600
000000000121 000004 000000009305 137.871 -00.655 0.602
000000000121 000004 000000010438 137.916 -00.665 0.603
000000000178 000004 000000000588 224.678 +00.060 0.535
000000000178 000004 000000002541 224.667 +00.030 0.533
000000000178 000004 000000007303 224.671 +00.058 0.535
000000000178 000004 000000008656 224.663 +00.055 0.535
000000000120 000004 000000006150 163.886 -00.531 0.532
000000000120 000004 000000010360 163.962 -00.483 0.522
000000000120 000004 000000012563 163.971 -00.488 0.531
000000000120 000004 000000012980 163.922 -00.490 0.532
000000000366 000004 000000007618 342.295 -00.183 0.505
000000000366 000004 000000007648 342.372 -00.202 0.512
000000000366 000004 000000009240 342.363 -00.187 0.512
000000000366 000004 000000009978 342.321 -00.179 0.511
000000000185 000004 000000000679 219.091 -00.073 0.466
000000000185 000004 000000005572 219.097 -00.077 0.462
000000000185 000004 000000006037 219.075 -00.068 0.464
000000000185 000004 000000011867 219.091 -00.063 0.463
000000000187 000004 000000000768 199.854 -00.017 0.473
000000000187 000004 000000003934 199.878 -00.073 0.473
000000000187 000004 000000010099 199.912 -00.013 0.474
000000000187 000004 000000011114 199.904 -00.039 0.486
000000000009 000004 000000000147 153.178 -00.663 0.477
000000000009 000004 000000000396 153.147 -00.726 0.479
000000000009 000004 000000000898 153.167 -00.699 0.477
000000000009 000004 000000002533 153.172 -00.704 0.475
000000000113 000004 000000005151 160.106 +00.620 0.554
000000000113 000004 000000005198 160.055 +00.609 0.541
000000000113 000004 000000007197 160.079 +00.554 0.547
000000000113 000004 000000012168 160.056 +00.615 0.538
000000000193 000004 000000000901 322.435 -00.542 0.471
000000000193 000004 000000005635 322.391 -00.537 0.474
000000000193 000004 000000010191 322.438 -00.518 0.475
000000000193 000004 000000012510 322.369 -00.529 0.473
000000000110 000004 000000001264 015.535 -00.824 0.640
000000000110 000004 000000005058 015.312 -00.825 0.642
000000000110 000004 000000009023 015.466 -00.730 0.638
000000000110 000004 000000011072 015.361 -00.726 0.640
000000000079 000004 000000003035 010.638 -00.370 0.746
000000000079 000004 000000003296 010.510 -00.268 0.744
000000000079 000004 000000006575 010.323 -00.176 0.741
000000000079 000004 000000011070 010.177 -00.229 0.747
000000000198 000004 000000000975 186.557 -00.559 0.491
000000000198 000004 000000001527 186.576 -00.618 0.491
000000000198 000004 000000006975 186.561 -00.598 0.491
000000000198 000004 000000012464 186.571 -00.602 0.492
000000000250 000004 000000001974 219.394 +00.238 0.638
000000000250 000004 000000003754 219.310 +00.146 0.632
000000000250 000004 000000012248 219.431 +00.177 0.626
000000000250 000004 000000012877 219.352 +00.139 0.641
000000000321 000004 000000004030 321.647 -00.499 0.473
000000000321 000004 000000005371 321.651 -00.469 0.474
000000000321 000004 000000008627 321.646 -00.518 0.471
000000000321 000004 000000010052 321.628 -00.491 0.471
000000000024 000004 000000000563 013.305 -00.961 0.534
000000000024 000004 000000002093 013.344 -00.967 0.533
000000000024 000004 000000006998 013.407 -00.959 0.539
000000000024 000004 000000008166 013.396 -00.961 0.542
000000000054 000004 000000001850 156.494 -00.139 0.459
000000000054 000004 000000002290 156.437 -00.054 0.454
000000000054 000004 000000010497 156.475 -00.126 0.459
000000000054 000004 000000011255 156.422 -00.094 0.453
000000000271 000004 000000002539 191.624 -00.533 0.449
000000000271 000004 000000004363 191.741 -00.512 0.448
000000000271 000004 000000004595 191.733 -00.538 0.451
000000000271 000004 000000006023 191.697 -00.515 0.448
000000000021 000004 000000000531 150.586 +00.180 0.491
000000000021 000004 000000001769 150.551 +00.185 0.491
000000000021 000004 000000008938 150.567 +00.188 0.492
000000000021 000004 000000011111 150.572 +00.219 0.495
000000000053 000004 000000001839 165.135 -00.123 0.498
000000000053 000004 000000007511 165.090 -00.112 0.500
000000000053 000004 000000007897 165.060 -00.138 0.498
000000000053 000004 000000009195 165.053 -00.144 0.500
000000000324 000004 000000004092 342.513 -00.645 0.482
000000000324 000004 000000005745 342.442 -00.727 0.479
000000000324 000004 000000007850 342.477 -00.688 0.483
000000000324 000004 000000008636 342.515 -00.714 0.484
000000000045 000004 000000001334 160.859 -00.296 0.524
000000000045 000004 000000005965 160.859 -00.307 0.524
000000000045 000004 000000006123 160.848 -00.334 0.523
000000000045 000004 000000011522 160.885 -00.249 0.526
000000000033 000004 000000000917 185.588 -01.196 0.494
000000000033 000004 000000002418 185.622 -01.119 0.490
000000000033 000004 000000004195 185.601 -01.155 0.496
000000000033 000004 000000004209 185.603 -01.164 0.494
000000000326 000004 000000004100 210.773 -00.478 0.581
000000000326 000004 000000004112 210.788 -00.539 0.587
000000000326 000004 000000009280 210.844 -00.557 0.586
000000000326 000004 000000009670 210.893 -00.552 0.585
000000000278 000004 000000002819 224.919 -00.300 0.558
000000000278 000004 000000006252 224.923 -00.344 0.563
000000000278 000004 000000007828 224.911 -00.302 0.560
000000000278 000004 000000009903 224.936 -00.302 0.568
000000000047 000004 000000001450 139.702 -00.240 0.458
000000000047 000004 000000002726 139.675 -00.193 0.458
000000000047 000004 000000003065 139.710 -00.256 0.455
000000000047 000004 000000009642 139.732 -00.274 0.466
000000000328 000004 000000004342 204.203 +00.342 0.742
000000000328 000004 000000004710 204.294 +00.183 0.738
000000000328 000004 000000008229 204.323 +00.397 0.752
000000000328 000004 000000011202 204.235 +00.155 0.728
000000000279 000004 000000002838 223.079 +00.174 0.592
000000000279 000004 000000004493 223.086 +00.155 0.592
000000000279 000004 000000005218 223.077 +00.125 0.589
000000000279 000004 000000010697 223.084 +00.064 0.587
000000000062 000004 000000002312 152.286 -00.007 0.529
000000000062 000004 000000004432 152.295 -00.005 0.527
000000000062 000004 000000008199 152.278 -00.004 0.524
000000000062 000004 000000010141 152.294 -00.020 0.513
000000000034 000004 000000000956 167.266 -00.004 0.535
000000000034 000004 000000002688 167.275 -00.042 0.535
000000000034 000004 000000003518 167.238 -00.001 0.534
000000000034 000004 000000010015 167.242 +00.010 0.536
000000000281 000004 000000002848 204.960 -00.413 0.435
000000000281 000004 000000004695 205.059 -00.403 0.446
000000000281 000004 000000008597 205.140 -00.328 0.456
000000000281 000004 000000010338 205.131 -00.329 0.456
000000000283 000004 000000002883 190.556 +00.375 0.463
000000000283 000004 000000005656 190.593 +00.392 0.463
000000000283 000004 000000009983 190.551 +00.362 0.468
000000000283 000004 000000011839 190.556 +00.395 0.464
000000000270 000004 000000002485 198.928 -00.416 0.512
000000000270 000004 000000003649 198.918 -00.402 0.511
000000000270 000004 000000006765 198.890 -00.370 0.513
000000000270 000004 000000009448 198.940 -00.420 0.512
000000000060 000004 000000002232 185.511 +00.187 0.458
000000000060 000004 000000003821 185.538 +00.179 0.458
000000000060 000004 000000009318 185.488 +00.137 0.461
000000000060 000004 000000010101 185.482 +00.125 0.458
000000000023 000004 000000000545 167.354 +00.252 0.530
000000000023 000004 000000001008 167.408 +00.233 0.542
000000000023 000004 000000002520 167.364 +00.215 0.527
000000000023 000004 000000008521 167.400 +00.247 0.530
000000000077 000004 000000002924 156.015 +00.640 0.449
000000000077 000004 000000003998 155.961 +00.615 0.448
000000000077 000004 000000004463 156.005 +00.642 0.447
000000000077 000004 000000005356 155.982 +00.668 0.449
000000000267 000004 000000002394 218.914 -00.105 0.543
000000000267 000004 000000003187 218.918 -00.143 0.543
000000000267 000004 000000006670 218.945 -00.186 0.543
000000000267 000004 000000009361 218.956 -00.101 0.555
000000000037 000004 000000001049 161.865 -00.378 0.602
000000000037 000004 000000002764 161.963 -00.381 0.602
000000000037 000004 000000010547 161.849 -00.418 0.605
000000000037 000004 000000012105 161.899 -00.391 0.605
000000000266 000004 000000002369 207.915 +00.405 0.455
000000000266 000004 000000003591 207.819 +00.400 0.454
000000000266 000004 000000003684 207.903 +00.416 0.457
000000000266 000004 000000008265 207.886 +00.391 0.455
000000000319 000004 000000003972 321.480 -00.533 0.476
000000000319 000004 000000007474 321.495 -00.576 0.479
000000000319 000004 000000007796 321.498 -00.548 0.465
000000000319 000004 000000012357 321.493 -00.533 0.467
000000000291 000004 000000003046 191.172 -00.098 0.576
000000000291 000004 000000006938 191.142 -00.053 0.581
000000000291 000004 000000008313 191.178 -00.097 0.575
000000000291 000004 000000012405 191.141 -00.041 0.568
000000000290 000004 000000003026 222.801 +00.055 0.558
000000000290 000004 000000005053 222.798 +00.057 0.559
000000000290 000004 000000007611 222.736 +00.091 0.558
000000000290 000004 000000011834 222.767 +00.080 0.558
000000000072 000004 000000002817 152.219 -00.786 0.616
000000000072 000004 000000003701 152.369 -00.663 0.613
000000000072 000004 000000011709 152.312 -00.679 0.613
000000000072 000004 000000011987 152.256 -00.743 0.614
000000000036 000004 000000000990 010.806 +00.385 0.525
000000000036 000004 000000005818 010.806 +00.412 0.526
000000000036 000004 000000006783 010.783 +00.377 0.527
000000000036 000004 000000010609 010.760 +00.385 0.528
000000000142 000004 000000000074 345.572 +00.334 0.517
000000000142 000004 000000003551 345.543 +00.302 0.518
000000000142 000004 000000007026 345.496 +00.290 0.520
000000000142 000004 000000010855 345.580 +00.386 0.516
000000000074 000004 000000002868 034.518 -00.693 0.675
000000000074 000004 000000005713 034.682 -00.649 0.672
000000000074 000004 000000007619 034.581 -00.700 0.675
000000000074 000004 000000012754 034.549 -00.574 0.675
000000000116 000003 000000005294 150.310 +00.189 0.497
000000000116 000003 000000006780 150.309 +00.140 0.492
000000000116 000003 000000011441 150.327 +00.188 0.479
000000000032 000003 000000000856 010.350 -00.334 0.463
000000000032 000003 000000002212 010.366 -00.356 0.459
000000000032 000003 000000007675 010.335 -00.316 0.457
000000000123 000003 000000006887 166.376 -00.398 0.505
000000000123 000003 000000008217 166.418 -00.416 0.507
000000000123 000003 000000013003 166.334 -00.414 0.505
000000000055 000003 000000001934 124.372 -00.445 0.463
000000000055 000003 000000002635 124.350 -00.452 0.451
000000000055 000003 000000008630 124.376 -00.484 0.461
000000000122 000003 000000006331 154.177 +00.030 0.501
000000000122 000003 000000006960 154.200 +00.039 0.503
000000000122 000003 000000010166 154.166 +00.025 0.501
000000000050 000003 000000001672 152.508 -00.599 0.475
000000000050 000003 000000006163 152.522 -00.598 0.476
000000000050 000003 000000006894 152.495 -00.589 0.475
000000000117 000003 000000005311 155.341 -00.857 0.517
000000000117 000003 000000006638 155.313 -00.918 0.517
000000000117 000003 000000007396 155.312 -00.860 0.517
000000000118 000003 000000005806 141.906 -00.238 0.458
000000000118 000003 000000008429 141.894 -00.255 0.459
000000000118 000003 000000012223 141.924 -00.199 0.456
000000000052 000003 000000001791 163.346 -00.954 0.558
000000000052 000003 000000007179 163.427 -00.935 0.569
000000000052 000003 000000008161 163.369 -00.944 0.560
000000000119 000003 000000006035 010.310 +00.190 0.515
000000000119 000003 000000006419 010.308 +00.117 0.516
000000000119 000003 000000010168 010.295 +00.147 0.515
000000000124 000003 000000007106 162.591 -00.805 0.474
000000000124 000003 000000007583 162.596 -00.784 0.457
000000000124 000003 000000013094 162.621 -00.801 0.461
000000000008 000003 000000000144 013.197 -00.157 0.631
000000000008 000003 000000009966 013.237 -00.176 0.618
000000000008 000003 000000010616 013.231 -00.158 0.610
000000000127 000003 000000007681 152.657 -00.489 0.522
000000000127 000003 000000008302 152.668 -00.470 0.524
000000000127 000003 000000009929 152.642 -00.489 0.518
000000000125 000003 000000007386 158.916 -00.397 0.545
000000000125 000003 000000010847 158.944 -00.433 0.539
000000000125 000003 000000010934 158.880 -00.416 0.558
000000000043 000003 000000001256 154.218 -00.877 0.532
000000000043 000003 000000002251 154.229 -00.847 0.545
000000000043 000003 000000009403 154.232 -00.845 0.542
000000000002 000003 000000000025 185.180 -00.509 0.684
000000000002 000003 000000003227 185.124 -00.631 0.687
000000000002 000003 000000009497 185.145 -00.435 0.680
000000000038 000003 000000001070 167.860 -00.481 0.556
000000000038 000003 000000005933 167.827 -00.519 0.558
000000000038 000003 000000010800 167.840 -00.541 0.558
000000000039 000003 000000001107 009.153 -00.580 0.656
000000000039 000003 000000004243 009.028 -00.593 0.664
000000000039 000003 000000011927 009.082 -00.611 0.662
000000000040 000003 000000001162 012.035 +00.587 0.575
000000000040 000003 000000003354 011.988 +00.628 0.577
000000000040 000003 000000010326 011.986 +00.562 0.578
000000000137 000003 000000000002 326.465 -00.668 0.599
000000000137 000003 000000009331 326.498 -00.724 0.597
000000000137 000003 000000010464 326.438 -00.680 0.598
000000000136 000003 000000009619 162.075 -00.404 0.601
000000000136 000003 000000011373 162.132 -00.430 0.599
000000000136 000003 000000013118 162.057 -00.396 0.598
000000000135 000003 000000003753 155.404 -00.388 0.607
000000000135 000003 000000009500 155.454 -00.319 0.619
000000000135 000003 000000010273 155.373 -00.297 0.620
000000000134 000003 000000009057 162.648 +00.518 0.484
000000000134 000003 000000010020 162.634 +00.513 0.479
000000000134 000003 000000012658 162.701 +00.519 0.483
000000000048 000003 000000001617 137.780 +00.048 0.512
000000000048 000003 000000004287 137.810 +00.034 0.511
000000000048 000003 000000004888 137.746 +00.061 0.511
000000000133 000003 000000008909 012.221 -01.012 0.732
000000000133 000003 000000009856 012.100 -00.933 0.725
000000000133 000003 000000010150 012.090 -00.860 0.723
000000000132 000003 000000008874 158.762 -00.161 0.457
000000000132 000003 000000011843 158.737 -00.168 0.456
000000000132 000003 000000012545 158.710 -00.112 0.460
000000000130 000003 000000008222 035.292 -00.477 0.475
000000000130 000003 000000009890 035.296 -00.447 0.475
000000000130 000003 000000012182 035.289 -00.430 0.477
000000000129 000003 000000008059 036.368 -00.764 0.596
000000000129 000003 000000008439 036.295 -00.732 0.584
000000000129 000003 000000008881 036.326 -00.744 0.584
000000000035 000003 000000000964 151.672 -00.219 0.447
000000000035 000003 000000002024 151.709 -00.164 0.449
000000000035 000003 000000007953 151.668 -00.230 0.450
000000000057 000003 000000002056 138.174 +00.267 0.603
000000000057 000003 000000002636 138.149 +00.266 0.605
000000000057 000003 000000007136 138.184 +00.196 0.614
000000000046 000003 000000001389 035.079 -00.620 0.585
000000000046 000003 000000004897 035.053 -00.646 0.590
000000000046 000003 000000006551 035.028 -00.689 0.584
000000000030 000003 000000000743 150.214 +00.268 0.498
000000000030 000003 000000007629 150.241 +00.240 0.496
000000000030 000003 000000007921 150.190 +00.282 0.494
000000000017 000003 000000000482 150.360 -00.322 0.520
000000000017 000003 000000001728 150.394 -00.313 0.528
000000000017 000003 000000008205 150.362 -00.334 0.520
000000000115 000003 000000005264 151.139 +00.223 0.516
000000000115 000003 000000010471 151.137 +00.224 0.516
000000000115 000003 000000012411 151.145 +00.210 0.517
000000000058 000003 000000002072 185.130 +00.186 0.384
000000000058 000003 000000004898 185.120 +00.182 0.385
000000000058 000003 000000009228 185.035 +00.147 0.383
000000000095 000003 000000004511 015.093 +00.247 0.488
000000000095 000003 000000007879 015.141 +00.231 0.487
000000000095 000003 000000010712 015.125 +00.237 0.491
000000000094 000003 000000004254 157.544 +00.291 0.528
000000000094 000003 000000005062 157.573 +00.281 0.531
000000000094 000003 000000010373 157.595 +00.298 0.529
000000000064 000003 000000002371 156.636 -00.517 0.568
000000000064 000003 000000003194 156.602 -00.524 0.570
000000000064 000003 000000011653 156.628 -00.536 0.570
000000000065 000003 000000002413 151.921 +00.124 0.524
000000000065 000003 000000003386 151.941 +00.145 0.531
000000000065 000003 000000012709 151.949 +00.170 0.533
000000000066 000003 000000002451 185.448 +00.305 0.458
000000000066 000003 000000004301 185.449 +00.292 0.460
000000000066 000003 000000007004 185.460 +00.362 0.460
000000000015 000003 000000000342 150.768 -00.598 0.551
000000000015 000003 000000004379 150.775 -00.549 0.549
000000000015 000003 000000007347 150.812 -00.509 0.540
000000000092 000003 000000003713 156.687 -00.365 0.435
000000000092 000003 000000003982 156.685 -00.350 0.433
000000000092 000003 000000006267 156.678 -00.280 0.433
000000000067 000003 000000002493 036.419 -00.126 0.445
000000000067 000003 000000008213 036.330 -00.103 0.445
000000000067 000003 000000010838 036.399 -00.100 0.447
000000000068 000003 000000002559 165.960 -00.828 0.463
000000000068 000003 000000003385 165.953 -00.868 0.466
000000000068 000003 000000008541 165.918 -00.905 0.464
000000000016 000003 000000000410 153.292 -00.203 0.556
000000000016 000003 000000009347 153.284 -00.151 0.564
000000000016 000003 000000011732 153.286 -00.194 0.572
000000000088 000003 000000003489 142.209 -00.041 0.450
000000000088 000003 000000004620 142.181 -00.037 0.455
000000000088 000003 000000004901 142.204 -00.038 0.454
000000000086 000003 000000003435 151.749 -00.515 0.470
000000000086 000003 000000009851 151.739 -00.518 0.471
000000000086 000003 000000012127 151.753 -00.516 0.472
000000000069 000003 000000002637 013.655 +00.410 0.550
000000000069 000003 000000007789 013.655 +00.398 0.547
000000000069 000003 000000011368 013.626 +00.350 0.556
000000000071 000003 000000002766 142.689 +00.421 0.580
000000000071 000003 000000006588 142.657 +00.430 0.580
000000000071 000003 000000012747 142.708 +00.451 0.583
000000000019 000003 000000000510 033.946 +00.549 0.747
000000000019 000003 000000011078 033.827 +00.522 0.749
000000000019 000003 000000012758 034.012 +00.461 0.751
000000000082 000003 000000003282 152.557 -00.097 0.510
000000000082 000003 000000004387 152.565 -00.108 0.509
000000000082 000003 000000007419 152.506 -00.078 0.510
000000000081 000003 000000003159 140.763 +00.434 0.552
000000000081 000003 000000004052 140.766 +00.462 0.553
000000000081 000003 000000005830 140.759 +00.430 0.553
000000000075 000003 000000002872 034.466 -00.583 0.517
000000000075 000003 000000003612 034.529 -00.603 0.510
000000000075 000003 000000009826 034.523 -00.584 0.512
000000000076 000003 000000002876 140.802 +00.052 0.521
000000000076 000003 000000010122 140.801 +00.065 0.527
000000000076 000003 000000011657 140.802 +00.059 0.524
000000000022 000003 000000000535 140.475 +00.095 0.498
000000000022 000003 000000003419 140.483 +00.090 0.495
000000000022 000003 000000011240 140.478 +00.093 0.497
000000000063 000003 000000002353 150.592 -00.687 0.569
000000000063 000003 000000007418 150.549 -00.706 0.567
000000000063 000003 000000009651 150.555 -00.743 0.566
000000000096 000003 000000004560 157.633 -00.017 0.493
000000000096 000003 000000007758 157.627 -00.027 0.491
000000000096 000003 000000009658 157.632 -00.045 0.488
000000000108 000003 000000004994 152.986 +00.360 0.517
000000000108 000003 000000006217 153.037 +00.351 0.517
000000000108 000003 000000010435 153.039 +00.371 0.505
000000000112 000003 000000005102 156.138 +00.373 0.488
000000000112 000003 000000007895 156.175 +00.388 0.500
000000000112 000003 000000008851 156.192 +00.348 0.500
000000000027 000003 000000000359 033.197 +00.245 0.753
000000000027 000003 000000000613 033.414 +00.064 0.746
000000000027 000003 000000003803 033.431 +00.004 0.747
000000000111 000003 000000005079 009.767 -00.061 0.541
000000000111 000003 000000006413 009.770 -00.024 0.528
000000000111 000003 000000010125 009.829 -00.050 0.552
000000000026 000003 000000000594 141.480 -00.488 0.465
000000000026 000003 000000008991 141.450 -00.495 0.468
000000000026 000003 000000009344 141.471 -00.509 0.463
000000000078 000003 000000003025 185.370 -00.500 0.640
000000000078 000003 000000003530 185.356 -00.447 0.640
000000000078 000003 000000012867 185.395 -00.609 0.643
000000000010 000003 000000000154 162.537 +00.055 0.588
000000000010 000003 000000005962 162.513 +00.011 0.585
000000000010 000003 000000008090 162.516 +00.007 0.580
000000000109 000003 000000005055 152.261 -00.023 0.421
000000000109 000003 000000005917 152.268 -00.081 0.420
000000000109 000003 000000008298 152.198 -00.044 0.424
000000000011 000003 000000000157 159.644 -01.078 0.556
000000000011 000003 000000003804 159.723 -01.022 0.557
000000000011 000003 000000012509 159.682 -01.063 0.561
000000000107 000003 000000004978 011.189 -00.555 0.745
000000000107 000003 000000006080 011.128 -00.542 0.756
000000000107 000003 000000008964 011.002 -00.383 0.748
000000000097 000003 000000004621 156.738 -00.665 0.569
000000000097 000003 000000007742 156.742 -00.682 0.573
000000000097 000003 000000012978 156.742 -00.678 0.565
000000000106 000003 000000004927 009.567 +00.500 0.556
000000000106 000003 000000006940 009.499 +00.442 0.555
000000000106 000003 000000008431 009.529 +00.485 0.557
000000000105 000003 000000004885 163.469 -00.063 0.504
000000000105 000003 000000009200 163.507 -00.114 0.487
000000000105 000003 000000012746 163.464 -00.096 0.496
000000000104 000003 000000004876 013.721 +00.296 0.545
000000000104 000003 000000008122 013.668 +00.299 0.545
000000000104 000003 000000010119 013.728 +00.317 0.545
000000000012 000003 000000000258 035.747 +00.700 0.482
000000000012 000003 000000003396 035.752 +00.661 0.481
000000000012 000003 000000004180 035.757 +00.723 0.492
000000000101 000003 000000004827 153.027 -00.623 0.465
000000000101 000003 000000008346 153.037 -00.622 0.477
000000000101 000003 000000008748 153.011 -00.673 0.466
000000000100 000003 000000004788 010.780 -00.029 0.467
000000000100 000003 000000007514 010.817 -00.031 0.465
000000000100 000003 000000009339 010.816 +00.016 0.469
000000000099 000003 000000004680 154.048 +00.114 0.465
000000000099 000003 000000011540 154.051 +00.104 0.466
000000000099 000003 000000012268 154.043 +00.081 0.461
000000000098 000003 000000004679 163.980 -00.339 0.526
000000000098 000003 000000010260 164.003 -00.328 0.526
000000000098 000003 000000012152 164.053 -00.306 0.526
000000000090 000003 000000003622 151.961 -00.009 0.585
000000000090 000003 000000008827 151.998 -00.027 0.584
000000000090 000003 000000010523 152.000 -00.022 0.584
000000000379 000003 000000010776 199.727 -00.618 0.493
000000000379 000003 000000011458 199.771 -00.565 0.494
000000000379 000003 000000013121 199.755 -00.581 0.494
000000000143 000003 000000000093 348.291 -00.794 0.567
000000000143 000003 000000000215 348.293 -00.750 0.567
000000000143 000003 000000013055 348.321 -00.733 0.565
000000000311 000003 000000003757 321.165 +00.076 0.515
000000000311 000003 000000003798 321.212 +00.099 0.513
000000000311 000003 000000004818 321.215 +00.098 0.513
000000000302 000003 000000003457 189.587 -00.351 0.618
000000000302 000003 000000004436 189.680 -00.326 0.617
000000000302 000003 000000007415 189.671 -00.360 0.618
000000000303 000003 000000003463 222.006 -00.644 0.531
000000000303 000003 000000003957 221.995 -00.603 0.533
000000000303 000003 000000008582 222.014 -00.633 0.531
000000000304 000003 000000000055 342.931 -00.344 0.598
000000000304 000003 000000003465 343.022 -00.220 0.614
000000000304 000003 000000011600 342.995 -00.298 0.600
000000000306 000003 000000003512 343.301 +00.439 0.407
000000000306 000003 000000007776 343.187 +00.442 0.409
000000000306 000003 000000010126 343.253 +00.493 0.408
000000000307 000003 000000003542 205.700 -00.253 0.544
000000000307 000003 000000008280 205.677 -00.242 0.544
000000000307 000003 000000008861 205.662 -00.236 0.544
000000000310 000003 000000003711 221.393 -00.586 0.538
000000000310 000003 000000005046 221.371 -00.580 0.527
000000000310 000003 000000011593 221.423 -00.569 0.536
000000000313 000003 000000003783 203.842 +00.329 0.482
000000000313 000003 000000005526 203.846 +00.387 0.487
000000000313 000003 000000010819 203.820 +00.371 0.486
000000000300 000003 000000003374 204.531 -00.198 0.464
000000000300 000003 000000008132 204.563 -00.223 0.474
000000000300 000003 000000009991 204.516 -00.138 0.475
000000000314 000003 000000003800 203.978 -00.010 0.477
000000000314 000003 000000005947 203.935 -00.022 0.476
000000000314 000003 000000006356 203.895 +00.008 0.477
000000000315 000003 000000003853 326.393 -00.515 0.548
000000000315 000003 000000010234 326.443 -00.520 0.541
000000000315 000003 000000010678 326.460 -00.492 0.537
000000000316 000003 000000003862 325.305 +00.210 0.494
000000000316 000003 000000007579 325.294 +00.175 0.495
000000000316 000003 000000011699 325.270 +00.148 0.495
000000000317 000003 000000003908 224.804 -00.702 0.435
000000000317 000003 000000009223 224.807 -00.691 0.436
000000000317 000003 000000012115 224.828 -00.735 0.438
000000000318 000003 000000003936 213.840 -00.714 0.377
000000000318 000003 000000004150 213.813 -00.526 0.379
000000000318 000003 000000009897 213.714 -00.440 0.379
000000000322 000003 000000004054 226.086 -00.450 0.536
000000000322 000003 000000004222 226.102 -00.473 0.540
