#C_ID        C_RA    C_DEC   C_Z   C_NGAL C_SN   C_AREA C_SIZE
000000000084 152.509 -00.697 0.507 000003 00.255 04.630 01.214
000000000086 012.897 -00.174 0.512 000003 00.160 11.712 01.931
000000000100 152.557 -00.097 0.521 000003 00.229 05.714 01.349
000000000604 210.276 -00.805 0.613 000003 00.076 51.278 04.040
000000000603 325.321 -00.440 0.628 000003 00.104 27.623 02.965
000000000602 213.524 -00.540 0.629 000003 00.324 02.855 00.953
000000000092 161.933 -00.321 0.510 000003 00.252 04.722 01.226
000000000600 223.866 -00.144 0.632 000003 00.107 25.969 02.875
000000000095 015.188 -00.108 0.515 000003 00.256 04.589 01.209
000000000097 161.529 -00.814 0.529 000003 00.173 10.050 01.789
000000000598 219.906 +00.535 0.601 000003 00.074 55.321 04.196
000000000099 159.521 -00.027 0.514 000003 00.314 03.033 00.983
000000000102 010.591 -00.011 0.509 000003 00.204 07.181 01.512
000000000571 227.740 -00.120 0.587 000003 00.125 19.071 02.464
000000000578 325.528 +00.100 0.571 000003 00.161 11.632 01.924
000000000516 204.712 -00.671 0.575 000003 00.256 04.590 01.209
000000000386 228.980 +00.196 0.512 000003 00.239 05.257 01.294
000000000387 209.893 +00.077 0.497 000003 00.279 03.841 01.106
000000000388 211.993 -00.500 0.518 000003 00.221 06.153 01.399
000000000389 198.164 -00.170 0.512 000003 00.240 05.226 01.290
000000000393 186.561 -00.598 0.503 000003 00.243 05.099 01.274
000000000395 313.558 -00.736 0.500 000003 00.151 13.124 02.044
000000000396 223.524 -00.322 0.505 000003 00.243 05.071 01.270
000000000397 223.861 +00.058 0.516 000003 00.139 15.439 02.217
000000000398 207.401 +00.247 0.506 000003 00.790 00.480 00.391
000000000399 226.158 -00.163 0.507 000003 00.317 02.981 00.974
000000000402 198.587 -00.845 0.503 000003 00.169 10.523 01.830
000000000352 209.798 -00.461 0.492 000003 00.133 16.847 02.316
000000000515 223.086 +00.155 0.567 000003 00.219 06.278 01.414
000000000404 351.281 -01.046 0.503 000003 00.202 07.335 01.528
000000000405 220.271 +00.615 0.508 000003 00.158 11.946 01.950
000000000514 319.938 -00.966 0.563 000003 00.246 04.967 01.257
000000000408 210.146 -00.668 0.529 000003 00.295 03.445 01.047
000000000410 204.902 +00.392 0.506 000003 00.251 04.761 01.231
000000000411 224.671 +00.058 0.524 000003 00.984 00.310 00.314
000000000412 208.252 +00.372 0.497 000003 00.256 04.588 01.208
000000000413 345.151 -00.586 0.501 000003 00.192 08.117 01.607
000000000414 351.444 -00.175 0.502 000003 00.396 01.915 00.781
000000000385 345.123 -00.079 0.511 000003 00.488 01.260 00.633
000000000520 222.484 -00.506 0.566 000003 00.419 01.706 00.737
000000000383 206.605 +00.093 0.493 000003 00.231 05.617 01.337
000000000382 323.992 -01.061 0.519 000003 00.242 05.105 01.275
000000000355 350.311 +00.445 0.511 000003 00.170 10.410 01.820
000000000356 186.173 -00.167 0.504 000003 00.503 01.185 00.614
000000000357 204.148 -01.113 0.497 000003 00.291 03.543 01.062
000000000358 204.253 -00.226 0.485 000003 00.166 10.861 01.859
000000000359 343.858 -00.062 0.499 000003 00.182 09.046 01.697
000000000526 209.227 -00.508 0.573 000003 00.157 12.153 01.967
000000000364 322.255 +00.434 0.501 000003 00.174 09.934 01.778
000000000525 189.888 -00.445 0.578 000003 00.141 14.984 02.184
000000000366 189.012 -00.070 0.508 000003 00.286 03.671 01.081
000000000523 187.640 +00.107 0.542 000003 00.185 08.735 01.667
000000000368 203.844 -00.804 0.510 000003 00.264 04.303 01.170
000000000370 224.642 +00.655 0.509 000003 00.179 09.379 01.728
000000000371 324.638 +00.560 0.498 000003 00.204 07.183 01.512
000000000372 203.890 +00.268 0.510 000003 00.264 04.313 01.172
000000000373 205.128 -00.641 0.502 000003 00.151 13.088 02.041
000000000375 323.743 -00.968 0.516 000003 00.223 06.038 01.386
000000000376 189.091 +00.160 0.514 000003 00.192 08.168 01.612
000000000377 227.623 -00.581 0.517 000003 00.286 03.680 01.082
000000000379 188.709 -00.463 0.498 000003 00.295 03.450 01.048
000000000380 186.491 -00.606 0.509 000003 00.338 02.627 00.914
000000000521 218.932 +00.087 0.558 000003 00.146 14.153 02.123
000000000512 213.522 -00.283 0.570 000003 00.493 01.235 00.627
000000000416 199.682 +00.121 0.509 000003 00.277 03.916 01.117
000000000417 207.237 +00.039 0.522 000003 00.148 13.717 02.090
000000000455 207.331 -00.714 0.541 000003 00.257 04.552 01.204
000000000457 190.466 -00.052 0.544 000003 00.260 04.445 01.189
000000000458 190.555 -00.500 0.551 000003 00.164 11.126 01.882
000000000497 222.052 +00.228 0.536 000003 00.366 02.238 00.844
000000000460 322.213 -00.463 0.539 000003 00.248 04.877 01.246
000000000496 224.544 +00.320 0.534 000003 00.155 12.534 01.997
000000000463 186.854 -00.741 0.540 000003 00.324 02.866 00.955
000000000495 351.053 -00.189 0.531 000003 00.549 00.996 00.563
000000000466 220.383 -00.900 0.557 000003 00.236 05.387 01.310
000000000494 209.371 -00.490 0.533 000003 00.136 16.109 02.264
000000000493 221.976 -00.934 0.537 000003 00.180 09.283 01.719
000000000471 321.757 -00.130 0.523 000003 00.144 14.487 02.147
000000000472 218.916 -00.951 0.536 000003 00.755 00.526 00.409
000000000473 348.866 -00.585 0.553 000003 00.212 06.677 01.458
000000000474 319.988 -00.289 0.541 000003 00.196 07.831 01.579
000000000477 226.381 +00.268 0.553 000003 00.290 03.561 01.065
000000000478 328.106 -00.759 0.562 000003 00.197 07.768 01.572
000000000479 202.579 +00.317 0.537 000003 00.168 10.578 01.835
000000000480 203.558 -01.056 0.550 000003 00.440 01.550 00.702
000000000481 323.723 -00.682 0.543 000003 00.146 14.119 02.120
000000000492 207.257 -00.285 0.536 000003 00.199 07.543 01.550
000000000483 185.697 +00.401 0.558 000003 00.296 03.418 01.043
000000000456 210.092 +00.584 0.553 000003 00.150 13.319 02.059
000000000454 219.328 -00.726 0.539 000003 00.219 06.263 01.412
000000000418 224.919 -00.302 0.539 000003 00.298 03.381 01.037
000000000453 192.785 +00.261 0.535 000003 00.224 05.967 01.378
000000000509 205.899 -00.901 0.540 000003 00.238 05.307 01.300
000000000422 187.295 -01.142 0.517 000003 00.178 09.494 01.738
000000000424 201.932 +00.035 0.537 000003 00.259 04.457 01.191
000000000426 321.384 +00.503 0.532 000003 00.156 12.376 01.985
000000000508 351.136 +00.328 0.568 000003 00.124 19.513 02.492
000000000507 219.756 -00.528 0.543 000003 00.239 05.250 01.293
000000000429 314.223 +00.595 0.519 000003 00.146 14.035 02.114
000000000430 188.104 +00.235 0.558 000003 00.250 04.788 01.235
000000000431 199.706 -01.082 0.524 000003 00.169 10.483 01.827
000000000432 199.820 +00.328 0.543 000003 00.193 08.060 01.602
000000000433 206.638 -00.287 0.548 000003 00.338 02.628 00.915
000000000504 320.765 -00.020 0.565 000003 00.221 06.119 01.396
000000000440 321.861 -00.281 0.530 000003 00.312 03.091 00.992
000000000503 208.997 -00.134 0.548 000003 00.214 06.525 01.441
000000000444 219.087 +00.169 0.540 000003 00.247 04.909 01.250
000000000445 327.145 -00.062 0.513 000003 00.290 03.579 01.067
000000000446 320.470 -00.356 0.558 000003 00.148 13.745 02.092
000000000447 224.127 +00.641 0.523 000003 00.451 01.476 00.685
000000000501 207.793 -00.705 0.564 000003 00.163 11.319 01.898
000000000449 351.965 -00.824 0.533 000003 00.159 11.842 01.941
000000000451 224.497 +00.216 0.526 000003 00.179 09.349 01.725
000000000353 227.943 -00.646 0.490 000003 00.254 04.660 01.218
000000000528 348.899 -00.148 0.575 000003 00.215 06.504 01.439
000000000202 034.518 -00.700 0.606 000003 00.134 16.735 02.308
000000000568 326.405 -00.257 0.606 000003 00.111 24.248 02.778
000000000573 202.402 -00.592 0.584 000003 00.212 06.679 01.458
000000000238 167.277 +00.118 0.663 000003 00.062 78.202 04.989
000000000239 033.431 +00.064 0.669 000003 00.082 44.330 03.756
000000000241 164.240 +00.529 0.662 000003 00.031 307.139 09.888
000000000242 163.565 +00.149 0.674 000003 00.017 1005.338 17.889
000000000572 229.032 +00.292 0.574 000003 00.097 31.837 03.183
000000000489 207.607 -00.486 0.529 000003 00.483 01.288 00.640
000000000570 206.697 -00.562 0.594 000003 00.132 17.263 02.344
000000000569 189.671 -00.326 0.593 000003 00.152 12.964 02.031
000000000248 188.657 -00.327 0.442 000003 00.048 128.062 06.385
000000000253 221.639 -00.673 0.434 000003 00.049 127.521 06.371
000000000529 207.369 +00.585 0.553 000003 00.234 05.476 01.320
000000000257 327.337 -00.181 0.452 000003 00.199 07.546 01.550
000000000562 347.791 -00.310 0.582 000003 00.128 18.425 02.422
000000000259 219.479 -00.284 0.436 000003 00.193 08.044 01.600
000000000561 202.058 +00.343 0.593 000003 00.121 20.324 02.544
000000000262 323.995 -00.346 0.448 000003 00.151 13.121 02.044
000000000265 205.220 -01.032 0.446 000003 00.105 27.408 02.954
000000000266 201.132 -00.520 0.437 000003 00.101 29.410 03.060
000000000559 219.302 -00.455 0.569 000003 00.169 10.451 01.824
000000000269 225.967 -00.188 0.479 000003 00.248 04.883 01.247
000000000558 187.728 -00.500 0.607 000003 00.110 24.863 02.813
000000000236 035.171 -01.018 0.645 000003 00.065 70.852 04.749
000000000235 037.379 -00.070 0.660 000003 00.078 49.458 03.968
000000000233 151.209 -00.544 0.611 000003 00.112 23.879 02.757
000000000232 152.092 +00.309 0.627 000003 00.100 29.862 03.083
000000000203 035.053 -00.646 0.596 000003 00.179 09.399 01.730
000000000205 143.116 -00.321 0.611 000003 00.195 07.919 01.588
000000000208 156.846 -00.093 0.614 000003 00.117 21.998 02.646
000000000577 186.610 +00.265 0.586 000003 00.131 17.591 02.366
000000000211 152.837 -00.259 0.600 000003 00.119 21.222 02.599
000000000576 213.463 -00.027 0.602 000003 00.135 16.527 02.294
000000000213 010.806 +00.385 0.589 000003 00.113 23.544 02.738
000000000215 143.230 -00.862 0.614 000003 00.142 14.845 02.174
000000000216 010.885 -00.317 0.621 000003 00.171 10.221 01.804
000000000217 034.026 -00.689 0.589 000003 00.102 28.771 03.026
000000000219 140.541 -00.864 0.596 000003 00.136 16.197 02.271
000000000220 167.022 +00.267 0.623 000003 00.139 15.525 02.223
000000000221 151.925 -00.584 0.608 000003 00.158 12.092 01.962
000000000222 009.481 -00.084 0.612 000003 00.103 28.021 02.987
000000000223 164.353 -00.997 0.604 000003 00.090 36.863 03.425
000000000224 153.618 -00.660 0.622 000003 00.132 17.285 02.346
000000000225 141.375 +00.667 0.619 000003 00.104 27.883 02.979
000000000575 219.721 -00.095 0.574 000003 00.286 03.668 01.081
000000000227 154.408 -00.160 0.631 000003 00.106 26.657 02.913
000000000228 008.862 +00.322 0.606 000003 00.081 45.741 03.816
000000000231 141.447 -00.132 0.601 000003 00.089 37.815 03.469
000000000557 207.576 -00.037 0.578 000003 00.124 19.487 02.491
000000000556 343.118 -00.911 0.566 000003 00.186 08.707 01.665
000000000274 314.666 -00.473 0.459 000003 00.109 25.089 02.826
000000000310 321.254 -00.135 0.490 000003 00.386 02.017 00.801
000000000627 314.227 +00.119 0.682 000003 00.023 575.031 13.529
000000000315 190.620 +00.086 0.477 000003 00.199 07.565 01.552
000000000541 218.124 +00.030 0.571 000003 00.934 00.344 00.331
000000000318 203.522 +00.309 0.475 000003 00.136 16.162 02.268
000000000319 224.596 -00.120 0.482 000003 00.239 05.248 01.292
000000000322 213.183 +00.580 0.488 000003 00.179 09.413 01.731
000000000323 314.376 +00.323 0.474 000003 00.193 08.082 01.604
000000000324 202.749 -00.495 0.494 000003 00.312 03.082 00.991
000000000326 206.869 +00.559 0.491 000003 00.187 08.550 01.650
000000000330 213.526 +00.797 0.497 000003 00.213 06.593 01.449
000000000331 220.794 -00.577 0.495 000003 00.152 12.988 02.033
000000000537 205.923 +00.026 0.551 000003 00.137 15.872 02.248
000000000334 204.599 +00.262 0.493 000003 00.178 09.455 01.735
000000000337 325.398 +00.451 0.502 000003 00.246 04.959 01.256
000000000536 210.562 -00.578 0.586 000003 00.122 20.319 02.543
000000000534 186.965 -00.001 0.568 000003 00.302 03.290 01.023
000000000531 218.236 +00.396 0.584 000003 00.217 06.381 01.425
000000000342 207.148 -00.320 0.504 000003 00.180 09.232 01.714
000000000343 191.053 +00.626 0.491 000003 00.152 12.940 02.030
000000000344 185.922 -00.693 0.487 000003 00.725 00.571 00.426
000000000530 199.427 -01.102 0.564 000003 00.139 15.638 02.231
000000000313 314.310 -00.663 0.488 000003 00.170 10.351 01.815
000000000308 323.290 +00.395 0.461 000003 00.257 04.550 01.203
000000000275 185.764 -00.005 0.463 000003 00.089 38.171 03.486
000000000307 204.391 +00.066 0.475 000003 00.313 03.060 00.987
000000000552 212.601 -00.441 0.592 000003 00.318 02.972 00.973
000000000551 203.570 +00.335 0.574 000003 00.125 19.076 02.464
000000000280 225.436 -00.272 0.470 000003 00.107 26.438 02.901
000000000550 210.420 -00.580 0.564 000003 00.107 26.079 02.881
000000000282 326.946 -00.512 0.466 000003 00.141 15.031 02.187
000000000284 224.776 -00.474 0.457 000003 00.118 21.390 02.609
000000000548 205.032 +00.563 0.569 000003 00.105 27.075 02.936
000000000546 206.629 -00.433 0.571 000003 00.142 14.884 02.177
000000000292 187.762 +00.598 0.476 000003 00.154 12.674 02.009
000000000293 207.814 -00.679 0.481 000003 00.195 07.850 01.581
000000000294 342.737 -00.820 0.465 000003 00.156 12.319 01.980
000000000295 212.737 -00.586 0.475 000003 00.158 12.005 01.955
000000000298 224.969 +00.492 0.474 000003 00.142 14.956 02.182
000000000299 351.339 -00.348 0.476 000003 00.263 04.353 01.177
000000000300 185.707 +00.136 0.478 000003 00.312 03.090 00.992
000000000301 191.624 -00.363 0.466 000003 00.138 15.717 02.237
000000000302 325.729 -00.293 0.482 000003 00.132 17.314 02.348
000000000544 323.769 -00.591 0.563 000003 00.140 15.381 02.213
000000000304 226.009 -00.775 0.478 000003 00.224 05.955 01.377
000000000305 211.650 -00.208 0.483 000003 00.192 08.173 01.613
000000000543 349.495 -00.105 0.584 000003 00.181 09.178 01.709
000000000628 190.587 +00.328 0.674 000003 00.019 831.005 16.264
