#C_ID		C_Rich	C_Mass	G_ID		G_RA		G_DEC		G_z
000000000000	023	16.842	000000000249	204.778840	-0.812585	0.42601
000000000000	023	16.842	000000005135	204.568530	-0.885036	0.41704
000000000000	023	16.842	000000005571	204.598740	-0.727568	0.42098
000000000000	023	16.842	000000010220	204.433160	-0.727986	0.42683
000000000000	023	16.842	000000000902	204.631040	-0.654265	0.43298
000000000000	023	16.842	000000008513	204.973430	-0.726886	0.43364
000000000000	023	16.842	000000004380	204.600770	-0.576947	0.44191
000000000000	023	16.842	000000007875	205.102160	-0.587453	0.42637
000000000000	023	16.842	000000005897	204.809450	-0.449251	0.42960
000000000000	023	16.842	000000002843	205.214700	-0.453766	0.42151
000000000000	023	16.842	000000007003	205.151820	-0.538068	0.42452
000000000000	023	16.842	000000005953	204.385460	-0.733694	0.44093
000000000000	023	16.842	000000006206	204.435500	-0.811893	0.46597
000000000000	023	16.842	000000004395	204.568600	-0.486825	0.44415
000000000000	023	16.842	000000008290	204.572200	-0.527394	0.46506
000000000000	023	16.842	000000012125	205.337620	-0.482074	0.44538
000000000000	023	16.842	000000009770	205.448440	-0.587508	0.44354
000000000000	023	16.842	000000005799	204.700840	-0.398712	0.43312
000000000000	023	16.842	000000006249	204.835110	-0.558298	0.43595
000000000000	023	16.842	000000000872	204.891240	-0.410537	0.44550
000000000000	023	16.842	000000001247	204.846590	-0.523238	0.45579
000000000000	023	16.842	000000009079	204.906540	-0.601282	0.46203
000000000000	023	16.842	000000012369	204.897210	-0.669879	0.45867
000000000300	021	17.789	000000003491	346.408740	+0.033358	0.60314
000000000300	021	17.789	000000006760	346.384580	+0.096512	0.53352
000000000300	021	17.789	000000011751	346.372760	+0.093315	0.54977
000000000300	021	17.789	000000003156	346.308150	-0.032548	0.60623
000000000300	021	17.789	000000005295	346.380070	-0.024070	0.61407
000000000300	021	17.789	000000008316	346.392880	-0.023212	0.62884
000000000300	021	17.789	000000006899	346.479270	-0.022578	0.62329
000000000300	021	17.789	000000006539	346.399020	+0.125762	0.63883
000000000300	021	17.789	000000005448	346.508270	-0.060001	0.61491
000000000300	021	17.789	000000006516	346.461500	-0.116564	0.62455
000000000300	021	17.789	000000002999	346.481200	-0.224998	0.62361
000000000300	021	17.789	000000003867	346.445160	-0.128209	0.64441
000000000300	021	17.789	000000011916	346.386230	+0.232667	0.59935
000000000300	021	17.789	000000000336	346.500720	+0.201837	0.61587
000000000300	021	17.789	000000004513	346.488500	+0.160279	0.65917
000000000300	021	17.789	000000010545	346.178080	+0.209960	0.65756
000000000300	021	17.789	000000006785	346.193950	+0.446208	0.63769
000000000300	021	17.789	000000012585	346.535020	+0.232542	0.57536
000000000300	021	17.789	000000000407	346.565610	+0.272671	0.58696
000000000300	021	17.789	000000001659	346.229370	+0.258903	0.59972
000000000300	021	17.789	000000010604	346.213250	+0.297346	0.63274
000000000032	012	17.125	000000000970	190.804770	+0.061072	0.46501
000000000032	012	17.125	000000002711	190.778020	+0.136556	0.46861
000000000032	012	17.125	000000008167	190.721100	+0.051151	0.45756
000000000032	012	17.125	000000009322	190.842940	+0.020734	0.47991
000000000032	012	17.125	000000012887	190.786210	+0.030408	0.44722
000000000032	012	17.125	000000001400	190.732370	+0.157717	0.44089
000000000032	012	17.125	000000002567	190.737780	+0.170223	0.46631
000000000032	012	17.125	000000007067	190.757920	+0.033164	0.48245
000000000032	012	17.125	000000005136	190.685880	+0.025387	0.48159
000000000032	012	17.125	000000003244	190.757110	+0.186380	0.46827
000000000032	012	17.125	000000011626	190.733890	+0.012662	0.50571
000000000032	012	17.125	000000005983	190.747310	-0.039784	0.49631
000000000040	011	17.777	000000003762	321.116040	-0.164064	0.46757
000000000040	011	17.777	000000012911	321.144130	-0.123539	0.45631
000000000040	011	17.777	000000007198	321.158760	-0.040491	0.46259
000000000040	011	17.777	000000006456	321.087880	-0.029037	0.44645
000000000040	011	17.777	000000005425	321.135930	-0.202755	0.48463
000000000040	011	17.777	000000004648	321.153720	-0.010604	0.48529
000000000040	011	17.777	000000009234	321.176020	+0.005619	0.49130
000000000040	011	17.777	000000013102	321.162120	+0.030823	0.49891
000000000040	011	17.777	000000003757	321.164950	+0.076229	0.54546
000000000040	011	17.777	000000003798	321.212130	+0.098659	0.53195
000000000040	011	17.777	000000004818	321.215020	+0.098272	0.51332
000000000035	011	17.864	000000001484	342.511950	-0.269648	0.46897
000000000035	011	17.864	000000012079	342.474950	-0.349840	0.46442
000000000035	011	17.864	000000009398	342.406200	-0.385525	0.45683
000000000035	011	17.864	000000002246	342.350740	-0.518058	0.46804
000000000035	011	17.864	000000003086	342.365150	-0.466560	0.47744
000000000035	011	17.864	000000006129	342.401470	-0.428453	0.47599
000000000035	011	17.864	000000002186	342.368250	-0.486897	0.51065
000000000035	011	17.864	000000008088	342.428780	-0.440486	0.51538
000000000035	011	17.864	000000005544	342.395510	-0.439302	0.53045
000000000035	011	17.864	000000007581	342.406920	-0.384734	0.51782
000000000035	011	17.864	000000011162	342.362550	-0.478255	0.56068
000000000246	010	17.656	000000004046	325.872760	-0.454244	0.54472
000000000246	010	17.656	000000012597	325.876140	-0.500292	0.49672
000000000246	010	17.656	000000004196	325.818930	-0.498247	0.55307
000000000246	010	17.656	000000012517	325.907290	-0.494851	0.57153
000000000246	010	17.656	000000006666	325.888060	-0.538922	0.57754
000000000246	010	17.656	000000006829	325.954510	-0.531134	0.55157
000000000246	010	17.656	000000000103	325.895880	-0.433519	0.59611
000000000246	010	17.656	000000002386	325.865670	-0.367581	0.57549
000000000246	010	17.656	000000001489	325.902370	-0.325861	0.59453
000000000246	010	17.656	000000008327	325.809160	-0.416618	0.54796
